         2633835 function calls (2585403 primitive calls) in 63.511 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1355    0.002    0.000    0.004    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:1386(is_math_text)
      815    0.003    0.000    0.004    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:539(<listcomp>)
       29    0.004    0.000    0.004    0.000 {method 'take' of 'numpy.ndarray' objects}
       53    0.000    0.000    0.004    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:484(_apply_tickdir)
        1    0.000    0.000    0.004    0.004 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageMath.py:1(<module>)
     1888    0.002    0.000    0.004    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1815(<genexpr>)
     1157    0.004    0.000    0.004    0.000 {method 'round' of 'numpy.ndarray' objects}
     1628    0.001    0.000    0.004    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:174(_normalize_weight)
     1092    0.002    0.000    0.004    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1229(_set_markercolor)
      660    0.003    0.000    0.004    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:649(_simple_new)
      122    0.000    0.000    0.004    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:1040(get_bbox)
      526    0.001    0.000    0.004    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:141(__exit__)
        6    0.000    0.000    0.004    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2541(__init__)
      850    0.001    0.000    0.004    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:27(__exit__)
      502    0.001    0.000    0.004    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1008(get_unitless_position)
     1435    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:300(fix_minus)
      852    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:275(_set_fillstyle)
      360    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2790(__init__)
      515    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1948(convert_units)
     4675    0.003    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:72(<dictcomp>)
      368    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\frame.py:659(_constructor_from_mgr)
1574/1279    0.001    0.000    0.003    0.000 <frozen abc>:121(__subclasscheck__)
        6    0.000    0.000    0.003    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_axes.py:138(set_title)
        6    0.000    0.000    0.003    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2765(__init__)
      450    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\scanner.py:113(check_token)
     2214    0.003    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:5373(__getitem__)
       28    0.002    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:464(format_meter)
      175    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:2100(clip)
    11074    0.003    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1091(get_points)
      275    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:809(unit)
        4    0.000    0.000    0.003    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\common.py:1165(_is_binary_mode)
        4    0.000    0.000    0.003    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1082(get_tightbbox)
      220    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\offsetbox.py:667(get_bbox)
      944    0.002    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:266(__init__)
       18    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3486(_open_core)
      540    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:311(_set_artist_props)
       51    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:868(__new__)
     4636    0.003    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\flags.py:87(allows_duplicate_labels)
        2    0.000    0.000    0.003    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\composer.py:99(compose_sequence_node)
        4    0.000    0.000    0.003    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:2567(_update_patch_limits)
    16271    0.003    0.000    0.003    0.000 {method 'append' of 'list' objects}
       28    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:378(disp_len)
      600    0.003    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:247(<genexpr>)
       18    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:658(get_position)
     4248    0.002    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\construction.py:758(_maybe_repeat)
       52    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:504(_from_parts)
        1    0.000    0.000    0.003    0.003 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\common.py:1186(_get_binary_io_classes)
     2478    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1378(set_y)
        1    0.000    0.000    0.003    0.003 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\compat\_optional.py:85(import_optional_dependency)
        1    0.000    0.000    0.003    0.003 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_gtk3agg.py:1(<module>)
       65    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:484(_parse_args)
     3612    0.002    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\nanops.py:72(check)
     1200    0.002    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\series.py:6137(_align_for_op)
     4248    0.002    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\construction.py:735(_sanitize_str_dtypes)
       24    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:873(update_from_path)
      603    0.002    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\cast.py:1579(construct_1d_object_array_from_listlike)
       18    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageFile.py:113(__init__)
       42    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1213(_set_position)
       28    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:374(_text_width)
       30    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
       79    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:294(_get_xy_display)
1574/1279    0.002    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
       14    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:822(_recolor_icon)
        2    0.000    0.000    0.003    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\ops.py:939(_sort_idx)
      440    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2845(get_affine)
      230    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:344(get_transform)
        2    0.003    0.001    0.003    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\sorting.py:644(get_group_index_sorter)
        3    0.000    0.000    0.003    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:552(Pipe)
       26    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexing.py:2632(check_bool_indexer)
      384    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:748(set_transform)
       45    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:626(_get_data_path)
        4    0.000    0.000    0.003    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:324(clear)
      515    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\units.py:56(_is_natively_supported)
    14230    0.003    0.000    0.003    0.000 {method 'values' of 'dict' objects}
        4    0.003    0.001    0.003    0.001 {built-in method matplotlib.backends._backend_agg.clear}
        6    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:4669(get_default_bbox_extra_artists)
       32    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:1611(getim)
      100    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:503(anchored)
2876/1682    0.002    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2460(<lambda>)
      100    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:600(count_overlaps)
     1035    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:62(_get_text_metrics_function)
    12617    0.003    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:301(axes)
  489/265    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1065(get_yaxis_transform)
      400    0.002    0.000    0.003    0.000 {built-in method matplotlib._path.path_intersects_rectangle}
      400    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)
       12    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3622(tick_params)
        6    0.000    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:443(get_renderer)
        1    0.000    0.000    0.003    0.003 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\series.py:1624(reset_index)
      657    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\series.py:1471(_set_as_cached)
     2278    0.002    0.000    0.003    0.000 {built-in method builtins.min}
     1305    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:289(convert_yunits)
      340    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2023(clear)
      168    0.001    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:400(update_from)
     4223    0.003    0.000    0.003    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\enum.py:1095(__new__)
        2    0.000    0.000    0.002    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:2859(_get_renderer)
     1285    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:1910(<dictcomp>)
     1673    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1367(set_x)
  507/275    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:983(get_xaxis_transform)
      104    0.002    0.000    0.002    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.002    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\concurrent\futures\process.py:67(__init__)
      478    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:950(set_style)
       12    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2769(_init)
        1    0.000    0.000    0.002    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:60(Pipe)
     1618    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\enum.py:193(__get__)
       83    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\scanner.py:156(fetch_more_tokens)
     4225    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
      730    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:161(_fast_from_codes_and_verts)
     2384    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\copy.py:243(_keep_alive)
        6    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:4698(<listcomp>)
     1296    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\common.py:1434(_is_dtype_type)
       16    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:4361(_slice)
       40    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:135(_mark_every_path)
        2    0.002    0.001    0.002    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:65(__init__)
     2471    0.002    0.000    0.002    0.000 {method 'match' of 're.Pattern' objects}
     3345    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1437(set_text)
      216    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1356(set_position)
     1200    0.002    0.000    0.002    0.000 {built-in method _operator.and_}
       12    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1607(_set_title_offset_trans)
    19527    0.002    0.000    0.002    0.000 {built-in method builtins.id}
       28    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexers\utils.py:239(maybe_convert_indices)
5954/5951    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x00007FF9396B0FD0}
      270    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1270(set_fontsize)
      833    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2472(transform_non_affine)
       18    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:754(_open)
      221    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:2495(_unpack_to_numpy)
     6830    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:910(<genexpr>)
     1780    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:375(<genexpr>)
      400    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_ufunc_config.py:430(__enter__)
     1088    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\copy.py:264(<genexpr>)
      305    0.000    0.000    0.002    0.000 {method 'min' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1239(exec_module)
       24    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\algorithms.py:1131(take)
        5    0.002    0.000    0.002    0.000 {built-in method _imp.exec_dynamic}
      959    0.001    0.000    0.002    0.000 <frozen os>:748(encodekey)
       18    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:145(get_grid_positions)
        2    0.000    0.000    0.002    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:2470(__init__)
       80    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\offsetbox.py:211(__init__)
       63    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:922(_fully_clipped_to_axes)
      886    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2308(get_affine)
      429    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\stride_tricks.py:416(_broadcast_shape)
       14    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:938(convert)
        6    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:858(set_subplotspec)
      478    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:962(set_variant)
       12    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2545(_init)
     4585    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:1837(__init__)
       55    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:417(_get_text1_transform)
      771    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1105(set_visible)
    13134    0.002    0.000    0.002    0.000 {built-in method builtins.issubclass}
      175    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:2052(scale_range)
       79    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:56(parse_parts)
       26    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexers\utils.py:419(check_array_indexer)
        3    0.000    0.000    0.002    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:1111(mkdir)
      364    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1253(set_markerfacecolor)
      395    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\offsetbox.py:332(get_visible_children)
      686    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2276(transform_non_affine)
      850    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:53(_commit_removals)
        2    0.000    0.000    0.002    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\base.py:214(_obj_with_exclusions)
     3141    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
       54    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1109(set)
        7    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3836(set_xbound)
        2    0.000    0.000    0.002    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:4796(_drop_axis)
     1683    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2180(transform)
        4    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1322(sharey)
     4867    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
       30    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1977(apply_aspect)
       53    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:478(_get_text1_transform)
        8    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\reduction.py:58(dump)
       12    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:850(__init__)
       55    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1011(get_xaxis_text1_transform)
     3566    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\__init__.py:34(using_copy_on_write)
      305    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:43(_amin)
        2    0.000    0.000    0.002    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1597(_get_renderer)
       44    0.002    0.000    0.002    0.000 {method 'copy' of 'ImagingCore' objects}
      540    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:984(_get_markerfacecolor)
     1204    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\compat\numpy\function.py:413(validate_func)
     2401    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\ops\missing.py:131(dispatch_fill_zeros)
        2    0.000    0.000    0.002    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:652(_ensure_mutable)
        2    0.000    0.000    0.002    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:647(_copy)
      840    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:89(_scale_dashes)
      815    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:596(<listcomp>)
        1    0.000    0.000    0.002    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\concurrent\futures\process.py:582(_check_system_limits)
      526    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:299(helper)
      175    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:2593(ptp)
       17    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3261(signature)
      304    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:5425(_getitem_slice)
       10    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2042(get_width_height)
  299/297    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:363(bounds)
       12    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\scale.py:934(scale_factory)
        4    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:6956(insert)
     8246    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
       17    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3007(from_callable)
       60    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
     1041    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:336(intervaly)
