         2633835 function calls (2585403 primitive calls) in 63.511 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\formats\csvs.py:113(header)
       21    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:3172(_ndim_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\sorting.py:238(is_int64_overflow_possible)
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:692(_constructor)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:796(_get_backend_or_none)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:222(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1157(__hash__)
       51    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       19    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3015(parameters)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\formats\format.py:885(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:90(_make_methods)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
       18    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:539(_push_exit_callback)
       21    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\multiarray.py:669(result_type)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\threading.py:811(_newname)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\ops.py:694(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2547(Grid)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\filedialog.py:33(FileDialog)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\arrayprint.py:1415(dtype_is_implied)
       20    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numeric.py:337(_full_like_dispatcher)
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\inspect.py:1762(_static_getmro)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\cast.py:524(ensure_dtype_can_hold_na)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3355(Menu)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\threading.py:839(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\threading.py:1181(native_id)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\grouper.py:722(_result_index)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\ops.py:698(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\widgets.py:39(__init__)
        3    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\parser.py:159(parse_document_start)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\parser.py:190(parse_document_end)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\linalg\linalg.py:130(get_linalg_error_extobj)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\ops.py:1113(_is_indexed_like)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1787(_fix_ipython_backend2gui)
       16    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1817(<lambda>)
        8    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       18    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\multiarray.py:1030(unravel_index)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\linecache.py:36(getlines)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\inspect.py:1783(_is_type)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\config.py:665(_get_registered_option)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3683(register_save)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1181(get_zorder)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:4325(set_navigate)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:370(Barrier)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:661(NavigationToolbar2Tk)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2427(__getattr__)
       16    0.000    0.000    0.000    0.000 {method 'getint' of '_tkinter.tkapp' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:963(fix_flags)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:700(_set)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:152(wrapper_setattr)
        6    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\functools.py:65(wraps)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2147(<dictcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:428(_get_iscased)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\linalg\linalg.py:209(_assert_stacked_square)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\formats\csvs.py:174(_initialize_chunksize)
       15    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\enum.py:70(_is_internal_class)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\linalg\linalg.py:153(_realType)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\common.py:1163(is_float_dtype)
       16    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1816(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\category.py:111(_validate_unit)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\functools.py:479(lru_cache)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\scale.py:195(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:1221(set_draggable)
        9    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\nodes.py:36(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\linalg\linalg.py:203(_assert_stacked_2d)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\inspect.py:456(istraceback)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\inspect.py:466(isframe)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\pyplot.py:303(install_repl_displayhook)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:664(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3668(register_mime)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:216(get_next_color)
        1    0.000    0.000    0.000    0.000 <frozen io>:61(__getattr__)
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:127(__call__)
       18    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colorizer.py:87(norm)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py:189(name)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:2713(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:123(set_height_ratios)
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:2813(use_sticky_edges)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\inspect.py:300(ismethod)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\units.py:79(__init__)
        1    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tempfile.py:230(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\functools.py:966(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\inspect.py:480(iscode)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\dateutil\parser\_parser.py:329(month)
       14    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:312(_set_locator)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:1127(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:253(get_start_method)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3239(Listbox)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numeric.py:1389(_moveaxis_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\groupby.py:1357(__getattr__)
       20    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1864(transform_path_non_affine)
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:4157(get_mutation_scale)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1568(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\collections\__init__.py:424(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\groupby.py:966(_selected_obj)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:1117(set_bbox_to_anchor)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:38(_ignore_error)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:31(_combine_flags)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:164(__len__)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:1021(_argsort_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\dateutil\parser\_parser.py:342(ampm)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:1262(_slice)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:2294(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\layout_engine.py:87(adjust_compatible)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\font.py:26(Font)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2450(Pack)
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\events.py:5(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\shape_base.py:1257(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\base.py:549(find)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:6312(_index_as_unique)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:225(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1153(_comparable)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\JpegImagePlugin.py:332(JpegImageFile)
        5    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:899(get_animated)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:562(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\_distutils_hack\__init__.py:108(<lambda>)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\arraysetops.py:133(_unique_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\config.py:886(inner)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:393(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4246(Spinbox)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3109(Entry)
        4    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\parser.py:81(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\constructor.py:24(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:287(p1)
       20    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1851(transform_non_affine)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\threading.py:1206(daemon)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\construction.py:742(_get_axes)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\construction.py:916(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py:37(current_process)
        3    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       11    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x0000028B35EC63E0}
        7    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\dateutil\parser\_parser.py:319(jump)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:845(<dictcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:131(__del__)
        8    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       10    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\cast.py:921(_maybe_infer_dtype_type)
       14    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:603(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:286(add)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1610(_draw)
        1    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\enum.py:360(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numeric.py:1455(<listcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:533(_swapaxes_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:418(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:1016(ToolbarTk)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\typing.py:2443(get_origin)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1499(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:192(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:152(TimerTk)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\simpledialog.py:89(Dialog)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageTk.py:72(PhotoImage)
        6    0.000    0.000    0.000    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\spawn.py:45(get_executable)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\multiarray.py:1131(putmask)
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\function_base.py:5559(_append_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\common.py:1122(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:1847(<genexpr>)
       11    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        4    0.000    0.000    0.000    0.000 {method 'interpaddr' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:427(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\typing.py:306(_deduplicate)
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\scanner.py:690(check_document_start)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:266(mgr_locs)
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2200(transform_path_non_affine)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\util.py:44(sub_debug)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\qt_compat.py:132(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4448(PanedWindow)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\uuid.py:334(hex)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:130(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1607(Done)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\simpledialog.py:31(SimpleDialog)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4142(PhotoImage)
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:434(__len__)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\shape_base.py:1181(_tile_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1319(disable)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:3729(Show)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:101(set_width_ratios)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:328(Event)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2496(Place)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageTk.py:194(BitmapImage)
        6    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\multiarray.py:969(ravel_multi_index)
