Pd,Pfa,total_scans,total_switches,rf_utilization,ir_utilization,mean_aoi,max_aoi,latency_mean,latency_p95,scenario,scheduler,seed
0.0,0.188,250,0,1.0,0.0,0.0,0.0,2.254382533251319e-05,4.669999907491729e-05,C_LOW_SNR,EarliestAoI,45
0.0,0.22,250,0,1.0,0.0,0.0,0.0,1.9718724800611426e-05,4.40500007243827e-05,C_LOW_SNR,EarliestAoI,46
0.0,0.208,250,0,1.0,0.0,0.0,0.0,2.3411952185934314e-05,3.620000643422827e-05,C_LOW_SNR,EarliestAoI,47
0.0,0.224,250,0,1.0,0.0,0.0,0.0,3.7257768716050896e-05,3.905000630766153e-05,C_LOW_SNR,EarliestAoI,48
0.0,0.212,250,0,1.0,0.0,0.0,0.0,1.950597678556059e-05,4.095000622328371e-05,C_LOW_SNR,EarliestAoI,49
0.0,0.204,250,0,1.0,0.0,0.0,0.0,3.4326295191199477e-05,4.334999539423734e-05,C_LOW_SNR,EarliestAoI,50
0.0,0.208,250,0,1.0,0.0,0.0,0.0,3.190318801286315e-05,5.840000812895596e-05,C_LOW_SNR,EarliestAoI,51
0.0,0.7914572864321608,398,0,1.0,0.0,0.0,0.0,6.137518793546401e-05,0.00010609999881125945,C_LOW_SNR,UCB1,42
0.0,0.7980049875311721,401,0,1.0,0.0,0.0,0.0,4.76898007290044e-05,6.67349995637778e-05,C_LOW_SNR,UCB1,43
0.0,0.794044665012407,403,0,1.0,0.0,0.0,0.0,8.801089117498284e-05,0.00018342000039410733,C_LOW_SNR,UCB1,44
0.0,0.7934508816120907,397,0,1.0,0.0,0.0,0.0,6.858140684140089e-05,0.0001546050043543799,C_LOW_SNR,UCB1,45
0.0,0.7774869109947644,382,0,1.0,0.0,0.0,0.0,3.954099191689509e-05,9.955000277841456e-05,C_LOW_SNR,UCB1,46
0.0,0.7955112219451371,401,0,1.0,0.0,0.0,0.0,7.456044768694492e-05,0.00017209500074386597,C_LOW_SNR,UCB1,47
0.0,0.7878787878787878,396,0,1.0,0.0,0.0,0.0,5.12717884125995e-05,0.00010874001018237322,C_LOW_SNR,UCB1,48
0.0,0.7960199004975125,402,0,1.0,0.0,0.0,0.0,0.00011015310150509926,0.0001890600076876578,C_LOW_SNR,UCB1,49
0.0,0.7889447236180904,398,0,1.0,0.0,0.0,0.0,0.00018752255651488303,0.0004352100106189009,C_LOW_SNR,UCB1,50
0.0,0.7893401015228426,394,0,1.0,0.0,0.0,0.0,0.00024949949351876175,0.0007054600049741544,C_LOW_SNR,UCB1,51
0.0,0.9602510460251046,478,0,1.0,0.0,0.0,0.0,8.780897733155592e-05,0.00013555001060012724,C_LOW_SNR,UCBTuned,42
0.0,0.9578059071729957,474,0,1.0,0.0,0.0,0.0,0.00034572884173892244,0.0008450200053630393,C_LOW_SNR,UCBTuned,43
0.0,0.9625,480,0,1.0,0.0,0.0,0.0,0.00026393409577230275,0.0007834999996703118,C_LOW_SNR,UCBTuned,44
0.0,0.96,475,0,1.0,0.0,0.0,0.0,0.00028612626067283487,0.0007912750043033157,C_LOW_SNR,UCBTuned,45
0.0,0.9555084745762712,472,0,1.0,0.0,0.0,0.0,0.00021394904869402823,0.0006365599983837437,C_LOW_SNR,UCBTuned,46
0.0,0.9625,480,0,1.0,0.0,0.0,0.0,0.0001792191272626172,0.00045440001122187823,C_LOW_SNR,UCBTuned,47
0.0,0.9625,480,0,1.0,0.0,0.0,0.0,0.00038009230731192613,0.001362200011499226,C_LOW_SNR,UCBTuned,48
0.0,0.9625,480,0,1.0,0.0,0.0,0.0,0.00034468648636959523,0.0011961999989580363,C_LOW_SNR,UCBTuned,49
0.0,0.9625,480,0,1.0,0.0,0.0,0.0,9.788939708276514e-05,0.0001596000074641779,C_LOW_SNR,UCBTuned,50
0.0,0.96,475,0,1.0,0.0,0.0,0.0,0.00028765083976288545,0.0008320500019181054,C_LOW_SNR,UCBTuned,51
0.0,1.0,500,0,1.0,0.0,0.0,0.0,5.5293213904179086e-05,0.00011269999959040433,C_LOW_SNR,BayesianUCB,42
0.0,1.0,500,0,1.0,0.0,0.0,0.0,3.5075050310004954e-05,8.319999324157834e-05,C_LOW_SNR,BayesianUCB,43
0.0,1.0,500,0,1.0,0.0,0.0,0.0,1.2428942037710991e-05,2.0799998310394585e-05,C_LOW_SNR,BayesianUCB,44
0.0,1.0,500,0,1.0,0.0,0.0,0.0,1.2017963943257557e-05,2.130000211764127e-05,C_LOW_SNR,BayesianUCB,45
0.0,1.0,500,0,1.0,0.0,0.0,0.0,1.0766866400804438e-05,1.8700011423788965e-05,C_LOW_SNR,BayesianUCB,46
0.0,1.0,500,0,1.0,0.0,0.0,0.0,2.4211377423849632e-05,6.880000000819564e-05,C_LOW_SNR,BayesianUCB,47
0.0,1.0,500,0,1.0,0.0,0.0,0.0,5.6472055843107384e-05,0.00014040000678505749,C_LOW_SNR,BayesianUCB,48
0.0,1.0,500,0,1.0,0.0,0.0,0.0,3.724251524080521e-05,7.37999944249168e-05,C_LOW_SNR,BayesianUCB,49
0.0,1.0,500,0,1.0,0.0,0.0,0.0,2.47784429917599e-05,3.099998866673559e-05,C_LOW_SNR,BayesianUCB,50
0.0,1.0,500,0,1.0,0.0,0.0,0.0,3.84688625314799e-05,6.990000838413835e-05,C_LOW_SNR,BayesianUCB,51
0.0,0.8758949880668258,419,68,0.8687350835322196,0.13126491646778043,0.0,0.0,0.00022305666678307934,0.000671615004830528,C_LOW_SNR,ThompsonSampling,42
0.0,0.8937644341801386,433,60,0.8822170900692841,0.11778290993071594,0.0,0.0,0.00027967511518259665,0.0005660700022417584,C_LOW_SNR,ThompsonSampling,43
0.0,0.8457831325301205,415,66,0.8409638554216867,0.15903614457831325,0.0,0.0,9.496105824907248e-05,0.00013972499073133804,C_LOW_SNR,ThompsonSampling,44
0.0,0.8663484486873508,419,62,0.8568019093078759,0.1431980906921241,0.0,0.0,9.447880944381246e-05,0.00013740001013502453,C_LOW_SNR,ThompsonSampling,45
0.0,0.9071925754060325,431,64,0.8909512761020881,0.10904872389791183,0.0,0.0,0.00011994930564132692,0.00020236999189364723,C_LOW_SNR,ThompsonSampling,46
0.0,0.8383084577114428,402,76,0.8308457711442786,0.1691542288557214,0.0,0.0,0.00014510918106761282,0.0002638000063598149,C_LOW_SNR,ThompsonSampling,47
0.0,0.8444444444444444,405,76,0.8395061728395061,0.16049382716049382,0.0,0.0,0.00011938694596268797,0.00027217499882681295,C_LOW_SNR,ThompsonSampling,48
0.0,0.8547619047619047,420,60,0.85,0.15,0.0,0.0,0.00011194275556333505,0.00022669999452773482,C_LOW_SNR,ThompsonSampling,49
0.0,0.85,420,58,0.85,0.15,0.0,0.0,9.557410948544811e-05,0.0001610000035725534,C_LOW_SNR,ThompsonSampling,50
0.0,0.8899297423887588,427,62,0.882903981264637,0.117096018735363,0.0,0.0,0.00013204929907779017,0.00017421499869669767,C_LOW_SNR,ThompsonSampling,51
0.0,0.17938931297709923,262,261,0.5,0.5,0.0,0.0,4.329657841194067e-06,8.390004222746936e-06,D_MULTIMODAL,Random,42
0.0,0.14285714285714285,266,265,0.5,0.5,0.0,0.0,5.6988763063099615e-06,1.0839995229616758e-05,D_MULTIMODAL,Random,43
0.0,0.13793103448275862,261,260,0.49808429118773945,0.5019157088122606,0.0,0.0,4.867938452023473e-06,9.489999501965937e-06,D_MULTIMODAL,Random,44
0.0,0.10943396226415095,265,264,0.4981132075471698,0.5018867924528302,0.0,0.0,4.376315577848486e-06,8.649993105791509e-06,D_MULTIMODAL,Random,45
0.0,0.1553030303030303,264,263,0.5,0.5,0.0,0.0,5.57924553813448e-06,8.559992420487102e-06,D_MULTIMODAL,Random,46
0.0,0.16226415094339622,265,264,0.4981132075471698,0.5018867924528302,0.0,0.0,5.0830826797011426e-06,9.60000033956021e-06,D_MULTIMODAL,Random,47
0.0,0.13793103448275862,261,260,0.49808429118773945,0.5019157088122606,0.0,0.0,6.037022936680418e-06,1.1895003262907265e-05,D_MULTIMODAL,Random,48
0.0,0.12878787878787878,264,263,0.5,0.5,0.0,0.0,6.339244900341585e-06,1.5920004807412616e-05,D_MULTIMODAL,Random,49
0.0,0.1444866920152091,263,262,0.49809885931558934,0.5019011406844106,0.0,0.0,6.036742750879829e-06,1.4879999071126799e-05,D_MULTIMODAL,Random,50
0.0,0.1471698113207547,265,264,0.4981132075471698,0.5018867924528302,0.0,0.0,7.112405684783607e-06,1.994999183807522e-05,D_MULTIMODAL,Random,51
0.0,0.156,250,249,0.5,0.5,0.0,0.0,2.5426289572220932e-06,5.249996320344508e-06,D_MULTIMODAL,RoundRobin,42
0.0,0.164,250,249,0.5,0.5,0.0,0.0,2.086055949719927e-06,3.550005203578621e-06,D_MULTIMODAL,RoundRobin,43
0.0,0.128,250,249,0.5,0.5,0.0,0.0,2.7247010131897143e-06,5.100002454128116e-06,D_MULTIMODAL,RoundRobin,44
0.0,0.128,250,249,0.5,0.5,0.0,0.0,2.6689245077072683e-06,4.699999408330768e-06,D_MULTIMODAL,RoundRobin,45
0.0,0.168,250,249,0.5,0.5,0.0,0.0,3.284462231333809e-06,7.399998139590025e-06,D_MULTIMODAL,RoundRobin,46
0.0,0.148,250,249,0.5,0.5,0.0,0.0,4.305178844518366e-06,8.999995770864189e-06,D_MULTIMODAL,RoundRobin,47
0.0,0.156,250,249,0.5,0.5,0.0,0.0,3.5541828497279568e-06,7.0499954745173454e-06,D_MULTIMODAL,RoundRobin,48
0.0,0.136,250,249,0.5,0.5,0.0,0.0,3.947808794061323e-06,1.0150004527531564e-05,D_MULTIMODAL,RoundRobin,49
0.0,0.144,250,249,0.5,0.5,0.0,0.0,3.180478419366467e-06,6.3499974203296006e-06,D_MULTIMODAL,RoundRobin,50
0.0,0.16,250,249,0.5,0.5,0.0,0.0,2.880477758339677e-06,6.599999323952943e-06,D_MULTIMODAL,RoundRobin,51
0.0,0.9919354838709677,496,495,0.5,0.5,0.0,0.0,3.1528169168833964e-05,5.509999464266e-05,D_MULTIMODAL,Greedy,42
0.0,0.9919191919191919,495,494,0.498989898989899,0.501010101010101,0.0,0.0,2.134213739355478e-05,3.587499668356031e-05,D_MULTIMODAL,Greedy,43
0.0,1.0,500,499,0.5,0.5,0.0,0.0,3.039820414610921e-05,5.529999907594174e-05,D_MULTIMODAL,Greedy,44
0.0,0.9775967413441955,491,490,0.4989816700610998,0.5010183299389002,0.0,0.0,2.775589435747484e-05,4.8789993161335585e-05,D_MULTIMODAL,Greedy,45
0.0,0.9878542510121457,494,493,0.5,0.5,0.0,0.0,4.6666464833025305e-05,9.242000523954628e-05,D_MULTIMODAL,Greedy,46
0.0,0.9979919678714859,498,497,0.5,0.5,0.0,0.0,6.161703379826625e-05,3.807999892160294e-05,D_MULTIMODAL,Greedy,47
0.0,0.9919678714859438,498,497,0.5,0.5,0.0,0.0,3.841082171330747e-05,6.414000672521069e-05,D_MULTIMODAL,Greedy,48
0.0,0.9878296146044625,493,492,0.49898580121703856,0.5010141987829615,0.0,0.0,3.492145745841568e-05,4.257000400684773e-05,D_MULTIMODAL,Greedy,49
0.0,0.9959758551307847,497,496,0.49899396378269617,0.5010060362173038,0.0,0.0,3.9254417791392235e-05,3.88600026781205e-05,D_MULTIMODAL,Greedy,50
0.0,0.9899396378269618,497,496,0.49899396378269617,0.5010060362173038,0.0,0.0,1.7821686749110918e-05,3.240999940317121e-05,D_MULTIMODAL,Greedy,51
0.0,0.24701195219123506,251,250,0.49800796812749004,0.50199203187251,0.0,0.0,2.2151984012452886e-05,4.012999343103728e-05,D_MULTIMODAL,EarliestAoI,42
0.0,0.212,250,249,0.5,0.5,0.0,0.0,5.3446612829171804e-05,5.299999611452222e-05,D_MULTIMODAL,EarliestAoI,43
0.0,0.22310756972111553,251,250,0.49800796812749004,0.50199203187251,0.0,0.0,4.57249997929293e-05,5.690500911441617e-05,D_MULTIMODAL,EarliestAoI,44
0.0,0.212,250,249,0.5,0.5,0.0,0.0,2.8014342651695042e-05,3.3050004276447e-05,D_MULTIMODAL,EarliestAoI,45
0.0,0.24,250,249,0.5,0.5,0.0,0.0,4.134701116871371e-05,0.0001109000004362315,D_MULTIMODAL,EarliestAoI,46
0.0,0.236,250,249,0.5,0.5,0.0,0.0,2.306932252989451e-05,4.3249994632788e-05,D_MULTIMODAL,EarliestAoI,47
0.0,0.244,250,249,0.5,0.5,0.0,0.0,2.5978087008359333e-05,4.159999662078917e-05,D_MULTIMODAL,EarliestAoI,48
0.0,0.232,250,249,0.5,0.5,0.0,0.0,4.593745027984162e-05,4.9299997044727206e-05,D_MULTIMODAL,EarliestAoI,49
0.0,0.232,250,249,0.5,0.5,0.0,0.0,1.7351394069781788e-05,2.7499998395796865e-05,D_MULTIMODAL,EarliestAoI,50
0.0,0.24,250,249,0.5,0.5,0.0,0.0,1.744860573347094e-05,3.0800001695752144e-05,D_MULTIMODAL,EarliestAoI,51
0.0,0.7914572864321608,398,397,0.5,0.5,0.0,0.0,3.500801972393647e-05,5.8839996927417765e-05,D_MULTIMODAL,UCB1,42
0.0,0.7980049875311721,401,400,0.49875311720698257,0.5012468827930174,0.0,0.0,6.542313417978122e-05,0.00011006999557139349,D_MULTIMODAL,UCB1,43
0.0,0.794044665012407,403,402,0.4987593052109181,0.5012406947890818,0.0,0.0,6.837128729433845e-05,0.00010547499259700986,D_MULTIMODAL,UCB1,44
0.0,0.7934508816120907,397,396,0.4987405541561713,0.5012594458438288,0.0,0.0,4.769346717570735e-05,0.00010357500068494113,D_MULTIMODAL,UCB1,45
0.0,0.7774869109947644,382,381,0.5,0.5,0.0,0.0,4.21297652118015e-05,6.425999599741769e-05,D_MULTIMODAL,UCB1,46
0.0,0.7955112219451371,401,400,0.49875311720698257,0.5012468827930174,0.0,0.0,3.7812935541712895e-05,5.310999840730799e-05,D_MULTIMODAL,UCB1,47
0.0,0.7878787878787878,396,395,0.5,0.5,0.0,0.0,4.3743324755768404e-05,8.585999894421548e-05,D_MULTIMODAL,UCB1,48
0.0,0.7960199004975125,402,401,0.5,0.5,0.0,0.0,3.56287840192227e-05,6.015999679220833e-05,D_MULTIMODAL,UCB1,49
0.0,0.7889447236180904,398,397,0.5,0.5,0.0,0.0,7.373458659305543e-05,0.00015568000380881118,D_MULTIMODAL,UCB1,50
0.0,0.7893401015228426,394,393,0.5,0.5,0.0,0.0,7.358734213004384e-05,0.00014418999780900756,D_MULTIMODAL,UCB1,51
0.0,0.9602510460251046,478,477,0.5,0.5,0.0,0.0,0.00010625887225918659,0.00017458000220358367,D_MULTIMODAL,UCBTuned,42
0.0,0.9578059071729957,474,473,0.5,0.5,0.0,0.0,4.902273710621031e-05,0.00011960999981965849,D_MULTIMODAL,UCBTuned,43
0.0,0.9625,480,479,0.5,0.5,0.0,0.0,3.927401234923422e-05,6.460001168306917e-05,D_MULTIMODAL,UCBTuned,44
0.0,0.96,475,474,0.49894736842105264,0.5010526315789474,0.0,0.0,4.565126045916167e-05,7.65249969845172e-05,D_MULTIMODAL,UCBTuned,45
0.0,0.9555084745762712,472,471,0.5,0.5,0.0,0.0,5.26167014978007e-05,9.364000288769599e-05,D_MULTIMODAL,UCBTuned,46
0.0,0.9625,480,479,0.5,0.5,0.0,0.0,6.701372131335466e-05,9.329999738838524e-05,D_MULTIMODAL,UCBTuned,47
0.0,0.9625,480,479,0.5,0.5,0.0,0.0,7.519209979507653e-05,0.0001336999994236976,D_MULTIMODAL,UCBTuned,48
0.0,0.9625,480,479,0.5,0.5,0.0,0.0,5.6433264023804427e-05,7.270000060088933e-05,D_MULTIMODAL,UCBTuned,49
0.0,0.9625,480,479,0.5,0.5,0.0,0.0,5.2873180892847075e-05,9.370000043418258e-05,D_MULTIMODAL,UCBTuned,50
0.0,0.96,475,474,0.49894736842105264,0.5010526315789474,0.0,0.0,4.919936990892679e-05,8.339999476447701e-05,D_MULTIMODAL,UCBTuned,51
0.0,1.0,500,499,0.5,0.5,0.0,0.0,1.3614171628418292e-05,2.2299995180219412e-05,D_MULTIMODAL,BayesianUCB,42
0.0,1.0,500,499,0.5,0.5,0.0,0.0,1.708662637905357e-05,2.570000651758164e-05,D_MULTIMODAL,BayesianUCB,43
0.0,1.0,500,499,0.5,0.5,0.0,0.0,1.1894411618631712e-05,2.130000211764127e-05,D_MULTIMODAL,BayesianUCB,44
0.0,1.0,500,499,0.5,0.5,0.0,0.0,1.3399999967484388e-05,1.9800005247816443e-05,D_MULTIMODAL,BayesianUCB,45
0.0,1.0,500,499,0.5,0.5,0.0,0.0,1.4808383410584605e-05,1.9699989934451878e-05,D_MULTIMODAL,BayesianUCB,46
0.0,1.0,500,499,0.5,0.5,0.0,0.0,1.5106986184091403e-05,2.300000051036477e-05,D_MULTIMODAL,BayesianUCB,47
0.0,1.0,500,499,0.5,0.5,0.0,0.0,1.4024750373006506e-05,2.0399995264597237e-05,D_MULTIMODAL,BayesianUCB,48
0.0,1.0,500,499,0.5,0.5,0.0,0.0,1.478243467352444e-05,2.8800001018680632e-05,D_MULTIMODAL,BayesianUCB,49
0.0,1.0,500,499,0.5,0.5,0.0,0.0,1.2766866438869691e-05,1.7699989257380366e-05,D_MULTIMODAL,BayesianUCB,50
0.0,1.0,500,499,0.5,0.5,0.0,0.0,1.3808981632114855e-05,1.9799990695901215e-05,D_MULTIMODAL,BayesianUCB,51
0.0,0.8758949880668258,419,418,0.4988066825775656,0.5011933174224343,0.0,0.0,4.537857177118505e-05,6.850499776192009e-05,D_MULTIMODAL,ThompsonSampling,42
0.0,0.8937644341801386,433,432,0.49884526558891457,0.5011547344110855,0.0,0.0,4.2664055697231505e-05,6.850999779999254e-05,D_MULTIMODAL,ThompsonSampling,43
0.0,0.8457831325301205,415,414,0.4987951807228916,0.5012048192771085,0.0,0.0,4.301850951658427e-05,8.050000906223431e-05,D_MULTIMODAL,ThompsonSampling,44
0.0,0.8663484486873508,419,418,0.4988066825775656,0.5011933174224343,0.0,0.0,5.079333277535625e-05,6.505999772343752e-05,D_MULTIMODAL,ThompsonSampling,45
0.0,0.9071925754060325,431,430,0.4988399071925754,0.5011600928074246,0.0,0.0,4.5220833339111845e-05,7.719500063103618e-05,D_MULTIMODAL,ThompsonSampling,46
0.0,0.8383084577114428,402,401,0.5,0.5,0.0,0.0,6.49414393703035e-05,0.00015656001050956507,D_MULTIMODAL,ThompsonSampling,47
0.0,0.8444444444444444,405,404,0.49876543209876545,0.5012345679012346,0.0,0.0,0.0001638716754412939,0.00046887500866432674,D_MULTIMODAL,ThompsonSampling,48
0.0,0.8547619047619047,420,419,0.5,0.5,0.0,0.0,8.847054640619823e-05,0.00014370000280905515,D_MULTIMODAL,ThompsonSampling,49
0.0,0.85,420,419,0.5,0.5,0.0,0.0,7.79817099342866e-05,0.00015729998995084316,D_MULTIMODAL,ThompsonSampling,50
0.0,0.8899297423887588,427,426,0.49882903981264637,0.5011709601873536,0.0,0.0,6.326378492320775e-05,0.00011326500389259308,D_MULTIMODAL,ThompsonSampling,51
0.0,0.09398496240601503,266,0,1.0,0.0,0.0,0.0,2.6516847649052014e-06,4.310003714635965e-06,E_TEMPORAL,Random,42
0.0,0.08846153846153847,260,0,1.0,0.0,0.0,0.0,2.4934864528941067e-06,3.9000005926936865e-06,E_TEMPORAL,Random,43
0.0,0.07196969696969698,264,0,1.0,0.0,0.0,0.0,3.5913206443612305e-06,7.200008258223525e-06,E_TEMPORAL,Random,44
0.0,0.07279693486590039,261,0,1.0,0.0,0.0,0.0,2.793129933429242e-06,4.79500668006949e-06,E_TEMPORAL,Random,45
0.0,0.12643678160919541,261,0,1.0,0.0,0.0,0.0,2.574809048882906e-06,4.294989776099099e-06,E_TEMPORAL,Random,46
0.0,0.08646616541353383,266,0,1.0,0.0,0.0,0.0,5.97977470554244e-06,4.709992208518085e-06,E_TEMPORAL,Random,47
0.0,0.0888030888030888,259,0,1.0,0.0,0.0,0.0,2.7019231660793033e-06,4.405003710417075e-06,E_TEMPORAL,Random,48
0.0,0.08396946564885496,262,0,1.0,0.0,0.0,0.0,2.50722477947337e-06,4.879994958173479e-06,E_TEMPORAL,Random,49
0.0,0.08015267175572519,262,0,1.0,0.0,0.0,0.0,5.359695794967361e-06,4.59000584669411e-06,E_TEMPORAL,Random,50
0.0,0.10465116279069768,258,0,1.0,0.0,0.0,0.0,5.644015214067945e-06,3.719999222084879e-06,E_TEMPORAL,Random,51
0.0,0.092,250,0,1.0,0.0,0.0,0.0,1.219920505606291e-06,2.0500010577961802e-06,E_TEMPORAL,RoundRobin,42
0.0,0.1,250,0,1.0,0.0,0.0,0.0,1.3254982450850812e-06,1.8999999156221747e-06,E_TEMPORAL,RoundRobin,43
0.0,0.068,250,0,1.0,0.0,0.0,0.0,1.299202644388633e-06,2.24999530473724e-06,E_TEMPORAL,RoundRobin,44
0.0,0.064,250,0,1.0,0.0,0.0,0.0,1.1243027694285866e-06,1.7499987734481692e-06,E_TEMPORAL,RoundRobin,45
0.0,0.104,250,0,1.0,0.0,0.0,0.0,1.20478129595058e-06,2.2000021999701858e-06,E_TEMPORAL,RoundRobin,46
0.0,0.088,250,0,1.0,0.0,0.0,0.0,1.1326685553394346e-06,2.0000006770715117e-06,E_TEMPORAL,RoundRobin,47
0.0,0.096,250,0,1.0,0.0,0.0,0.0,1.9354577731912532e-06,1.600004907231778e-06,E_TEMPORAL,RoundRobin,48
0.0,0.076,250,0,1.0,0.0,0.0,0.0,1.1266927620715118e-06,2.0000006770715117e-06,E_TEMPORAL,RoundRobin,49
0.0,0.08,250,0,1.0,0.0,0.0,0.0,6.3099597967545175e-06,6.70000008540228e-06,E_TEMPORAL,RoundRobin,50
0.0,0.096,250,0,1.0,0.0,0.0,0.0,3.643425745496237e-06,5.450005119200796e-06,E_TEMPORAL,RoundRobin,51
0.0,0.4254032258064516,496,0,1.0,0.0,0.0,0.0,1.253682037958804e-05,2.0359994960017498e-05,E_TEMPORAL,Greedy,42
0.0,0.4121212121212121,495,0,1.0,0.0,0.0,0.0,1.668366979673362e-05,2.4174994905479252e-05,E_TEMPORAL,Greedy,43
0.0,0.428,500,0,1.0,0.0,0.0,0.0,1.5981237599468175e-05,2.1899992134422064e-05,E_TEMPORAL,Greedy,44
0.0,0.40122199592668023,491,0,1.0,0.0,0.0,0.0,1.2424593574624902e-05,2.5000001187436283e-05,E_TEMPORAL,Greedy,45
0.0,0.4190283400809717,494,0,1.0,0.0,0.0,0.0,1.1421212011647194e-05,2.0420005603227745e-05,E_TEMPORAL,Greedy,46
0.0,0.42771084337349397,498,0,1.0,0.0,0.0,0.0,2.1737474945368233e-05,3.224999818485228e-05,E_TEMPORAL,Greedy,47
0.0,0.4213709677419355,496,0,1.0,0.0,0.0,0.0,1.72939633876104e-05,2.7900005807168776e-05,E_TEMPORAL,Greedy,48
0.0,0.4178498985801217,493,0,1.0,0.0,0.0,0.0,1.1438056375305375e-05,2.243999624624847e-05,E_TEMPORAL,Greedy,49
0.0,0.41448692152917505,497,0,1.0,0.0,0.0,0.0,1.5204417847478425e-05,2.005000496865248e-05,E_TEMPORAL,Greedy,50
0.0,0.4121212121212121,495,0,1.0,0.0,0.0,0.0,1.0561491997636509e-05,1.8749997252598405e-05,E_TEMPORAL,Greedy,51
0.0,0.11553784860557768,251,0,1.0,0.0,0.0,0.0,1.2558333505044825e-05,2.179000584874302e-05,E_TEMPORAL,EarliestAoI,42
0.0,0.124,250,0,1.0,0.0,0.0,0.0,1.826812803051416e-05,2.7050002245232463e-05,E_TEMPORAL,EarliestAoI,43
0.0,0.099601593625498,251,0,1.0,0.0,0.0,0.0,1.4388889198132332e-05,2.63349968008697e-05,E_TEMPORAL,EarliestAoI,44
0.0,0.088,250,0,1.0,0.0,0.0,0.0,1.0165736945141922e-05,1.8450002244208008e-05,E_TEMPORAL,EarliestAoI,45
0.0,0.128,250,0,1.0,0.0,0.0,0.0,9.53426296114031e-06,1.8149999959859997e-05,E_TEMPORAL,EarliestAoI,46
0.0,0.112,250,0,1.0,0.0,0.0,0.0,9.527888758464222e-06,1.7350001144222915e-05,E_TEMPORAL,EarliestAoI,47
0.0,0.124,250,0,1.0,0.0,0.0,0.0,1.0713147181754124e-05,2.1200001356191933e-05,E_TEMPORAL,EarliestAoI,48
0.0,0.112,250,0,1.0,0.0,0.0,0.0,1.1099601930667799e-05,1.7949998436961323e-05,E_TEMPORAL,EarliestAoI,49
0.0,0.112,250,0,1.0,0.0,0.0,0.0,1.0600398710661705e-05,1.8099992303177714e-05,E_TEMPORAL,EarliestAoI,50
0.0,0.116,250,0,1.0,0.0,0.0,0.0,1.226294783650864e-05,2.099999983329326e-05,E_TEMPORAL,EarliestAoI,51
0.0,0.29260450160771706,311,0,1.0,0.0,0.0,0.0,2.4883973963322857e-05,4.775000779773108e-05,E_TEMPORAL,UCB1,42
0.0,0.29449838187702265,309,0,1.0,0.0,0.0,0.0,2.5392580503267387e-05,4.092999806744047e-05,E_TEMPORAL,UCB1,43
0.0,0.28115015974440893,313,0,1.0,0.0,0.0,0.0,2.4098089006714595e-05,4.34549961937591e-05,E_TEMPORAL,UCB1,44
0.0,0.28104575163398693,306,0,1.0,0.0,0.0,0.0,2.6306514749576485e-05,4.8599996080156406e-05,E_TEMPORAL,UCB1,45
0.0,0.2773972602739726,292,0,1.0,0.0,0.0,0.0,2.7087372109856546e-05,4.2840000241994836e-05,E_TEMPORAL,UCB1,46
0.0,0.28753993610223644,313,0,1.0,0.0,0.0,0.0,2.1651273904365314e-05,3.902500102412882e-05,E_TEMPORAL,UCB1,47
0.0,0.2958199356913183,311,0,1.0,0.0,0.0,0.0,2.829487157913928e-05,3.924499324057251e-05,E_TEMPORAL,UCB1,48
0.0,0.3,310,0,1.0,0.0,0.0,0.0,2.121929289103812e-05,3.825000021606684e-05,E_TEMPORAL,UCB1,49
0.0,0.29411764705882354,306,0,1.0,0.0,0.0,0.0,4.0273615523129216e-05,0.000102999997034203,E_TEMPORAL,UCB1,50
0.0,0.28,300,0,1.0,0.0,0.0,0.0,3.2661794518519726e-05,6.380000559147447e-05,E_TEMPORAL,UCB1,51
0.0,0.4135514018691589,428,0,1.0,0.0,0.0,0.0,3.656083862443774e-05,5.9999999939464034e-05,E_TEMPORAL,UCBTuned,42
0.0,0.40476190476190477,420,0,1.0,0.0,0.0,0.0,5.625534392456411e-05,0.00011310000263620168,E_TEMPORAL,UCBTuned,43
0.0,0.4013761467889908,436,0,1.0,0.0,0.0,0.0,9.736979409020812e-05,0.00016073999868240204,E_TEMPORAL,UCBTuned,44
0.0,0.40375586854460094,426,0,1.0,0.0,0.0,0.0,6.275620601582722e-05,0.00013068999978713686,E_TEMPORAL,UCBTuned,45
0.0,0.4223300970873786,412,0,1.0,0.0,0.0,0.0,0.00015857723956199285,0.00020399999630171806,E_TEMPORAL,UCBTuned,46
0.0,0.39545454545454545,440,0,1.0,0.0,0.0,0.0,0.0002621365083149759,0.00041039999632630497,E_TEMPORAL,UCBTuned,47
0.0,0.4055299539170507,434,0,1.0,0.0,0.0,0.0,0.00016254758574041784,0.0002761300085694527,E_TEMPORAL,UCBTuned,48
0.0,0.4064665127020785,433,0,1.0,0.0,0.0,0.0,0.000130428802176413,0.00028638000221690155,E_TEMPORAL,UCBTuned,49
0.0,0.3835616438356164,438,0,1.0,0.0,0.0,0.0,0.00012336195846181575,0.00024633999710204073,E_TEMPORAL,UCBTuned,50
0.0,0.3981264637002342,427,0,1.0,0.0,0.0,0.0,0.0001378434581821349,0.00018827500825864245,E_TEMPORAL,UCBTuned,51
0.0,0.438,500,0,1.0,0.0,0.0,0.0,3.395009968994918e-05,4.360001184977591e-05,E_TEMPORAL,BayesianUCB,42
0.0,0.428,500,0,1.0,0.0,0.0,0.0,2.6117964303111676e-05,3.949999518226832e-05,E_TEMPORAL,BayesianUCB,43
